order_id,merchant_id,item_id,p_base_ordered,order_timestamp,ready_click_timestamp,actual_handover_timestamp,rider_travel_time_mins
ORD_00060,M_025,ITM_M_025_0,11,2026-03-01 13:00:00,2026-03-01 13:10:45.242982,2026-03-01 13:15:24,9
ORD_00061,M_030,ITM_M_030_3,15,2026-03-01 13:02:00,2026-03-01 13:16:45.040676,2026-03-01 13:23:00,14
ORD_00062,M_020,ITM_M_020_1,16,2026-03-01 13:04:00,2026-03-01 13:21:35.588869,2026-03-01 13:26:24,12
ORD_00063,M_019,ITM_M_019_1,23,2026-03-01 13:06:00,2026-03-01 13:30:52.327839,2026-03-01 13:38:12,11
ORD_00064,M_027,ITM_M_027_3,8,2026-03-01 13:08:00,2026-03-01 13:12:58.435275,2026-03-01 13:19:12,10
ORD_00065,M_011,ITM_M_011_1,15,2026-03-01 13:10:00,2026-03-01 13:29:48.594269,2026-03-01 13:31:00,13
ORD_00066,M_002,ITM_M_002_0,8,2026-03-01 13:12:00,2026-03-01 13:21:29.638737,2026-03-01 13:23:12,5
ORD_00067,M_080,ITM_M_080_3,16,2026-03-01 13:14:00,2026-03-01 13:34:33.316265,2026-03-01 13:36:24,6
ORD_00068,M_087,ITM_M_087_0,14,2026-03-01 13:16:00,2026-03-01 13:28:41.297360,2026-03-01 13:35:36,6
ORD_00069,M_077,ITM_M_077_3,22,2026-03-01 13:18:00,2026-03-01 13:47:54.059034,2026-03-01 13:48:48,12
ORD_00070,M_092,ITM_M_092_0,15,2026-03-01 13:20:00,2026-03-01 13:39:06.222389,2026-03-01 13:41:00,10
ORD_00071,M_068,ITM_M_068_4,17,2026-03-01 13:22:00,2026-03-01 13:39:09.778478,2026-03-01 13:45:48,12
ORD_00072,M_038,ITM_M_038_3,21,2026-03-01 13:24:00,2026-03-01 13:49:01.099244,2026-03-01 13:53:24,12
ORD_00073,M_071,ITM_M_071_2,21,2026-03-01 13:26:00,2026-03-01 13:51:13.111824,2026-03-01 13:55:24,12
ORD_00074,M_014,ITM_M_014_4,8,2026-03-01 13:28:00,2026-03-01 13:37:50.466912,2026-03-01 13:39:12,14
ORD_00075,M_038,ITM_M_038_3,21,2026-03-01 13:30:00,2026-03-01 13:55:01.099244,2026-03-01 13:59:24,15
ORD_00076,M_042,ITM_M_042_3,10,2026-03-01 13:32:00,2026-03-01 13:44:30.576948,2026-03-01 13:46:00,17
ORD_00077,M_065,ITM_M_065_3,11,2026-03-01 13:34:00,2026-03-01 13:44:07.480026,2026-03-01 13:49:24,11
ORD_00078,M_056,ITM_M_056_0,21,2026-03-01 13:36:00,2026-03-01 14:03:40.216332,2026-03-01 14:05:24,10
ORD_00079,M_087,ITM_M_087_3,17,2026-03-01 13:38:00,2026-03-01 13:54:53.297360,2026-03-01 14:01:48,12
ORD_00080,M_065,ITM_M_065_1,20,2026-03-01 13:40:00,2026-03-01 14:02:43.480026,2026-03-01 14:08:00,9
ORD_00081,M_023,ITM_M_023_2,23,2026-03-01 13:42:00,2026-03-01 14:06:09.024130,2026-03-01 14:14:12,10
ORD_00082,M_067,ITM_M_067_3,12,2026-03-01 13:44:00,2026-03-01 13:52:48.390811,2026-03-01 14:00:48,9
ORD_00083,M_098,ITM_M_098_3,11,2026-03-01 13:46:00,2026-03-01 13:54:00.578535,2026-03-01 14:01:24,12
ORD_00084,M_026,ITM_M_026_0,9,2026-03-01 13:48:00,2026-03-01 13:59:25.842328,2026-03-01 14:00:36,11
ORD_00085,M_030,ITM_M_030_1,18,2026-03-01 13:50:00,2026-03-01 14:08:57.040676,2026-03-01 14:15:12,5
ORD_00086,M_072,ITM_M_072_4,23,2026-03-01 13:52:00,2026-03-01 14:19:35.599669,2026-03-01 14:24:12,5
ORD_00087,M_015,ITM_M_015_0,18,2026-03-01 13:54:00,2026-03-01 14:12:13.183235,2026-03-01 14:19:12,5
ORD_00088,M_073,ITM_M_073_1,24,2026-03-01 13:56:00,2026-03-01 14:27:01.875925,2026-03-01 14:29:36,6
ORD_00089,M_086,ITM_M_086_2,20,2026-03-01 13:58:00,2026-03-01 14:23:28.138268,2026-03-01 14:26:00,8
ORD_00090,M_013,ITM_M_013_3,14,2026-03-01 14:00:00,2026-03-01 14:14:10.332294,2026-03-01 14:19:36,7
ORD_00091,M_086,ITM_M_086_4,20,2026-03-01 14:02:00,2026-03-01 14:27:28.138268,2026-03-01 14:30:00,13
ORD_00092,M_061,ITM_M_061_2,13,2026-03-01 14:04:00,2026-03-01 14:18:42.927912,2026-03-01 14:22:12,16
ORD_00093,M_049,ITM_M_049_1,19,2026-03-01 14:06:00,2026-03-01 14:29:03.535812,2026-03-01 14:32:36,14
ORD_00094,M_037,ITM_M_037_2,8,2026-03-01 14:08:00,2026-03-01 14:13:55.788414,2026-03-01 14:19:12,12
ORD_00095,M_047,ITM_M_047_4,19,2026-03-01 14:10:00,2026-03-01 14:32:15.849318,2026-03-01 14:36:36,10
ORD_00096,M_068,ITM_M_068_3,21,2026-03-01 14:12:00,2026-03-01 14:34:45.778478,2026-03-01 14:41:24,9
ORD_00097,M_039,ITM_M_039_4,9,2026-03-01 14:14:00,2026-03-01 14:21:21.456007,2026-03-01 14:26:36,8
ORD_00098,M_034,ITM_M_034_3,17,2026-03-01 14:16:00,2026-03-01 14:31:35.764889,2026-03-01 14:39:48,16
ORD_00099,M_025,ITM_M_025_1,9,2026-03-01 14:18:00,2026-03-01 14:25:57.242982,2026-03-01 14:30:36,17
ORD_00100,M_008,ITM_M_008_3,14,2026-03-01 14:20:00,2026-03-01 14:31:25.836950,2026-03-01 14:39:36,9
ORD_00101,M_009,ITM_M_009_0,24,2026-03-01 14:22:00,2026-03-01 14:54:33.331200,2026-03-01 14:55:36,14
ORD_00102,M_021,ITM_M_021_0,12,2026-03-01 14:24:00,2026-03-01 14:35:39.320363,2026-03-01 14:40:48,11
ORD_00103,M_055,ITM_M_055_2,14,2026-03-01 14:26:00,2026-03-01 14:41:37.588625,2026-03-01 14:45:36,15
ORD_00104,M_075,ITM_M_075_4,21,2026-03-01 14:28:00,2026-03-01 14:51:55.040446,2026-03-01 14:57:24,11
ORD_00105,M_018,ITM_M_018_3,16,2026-03-01 14:30:00,2026-03-01 14:45:53.948052,2026-03-01 14:52:24,10
ORD_00106,M_062,ITM_M_062_2,20,2026-03-01 14:32:00,2026-03-01 14:58:55.683777,2026-03-01 15:00:00,15
ORD_00107,M_050,ITM_M_050_0,12,2026-03-01 14:34:00,2026-03-01 14:49:30.752339,2026-03-01 14:50:48,12
ORD_00108,M_039,ITM_M_039_2,22,2026-03-01 14:36:00,2026-03-01 15:01:33.456007,2026-03-01 15:06:48,9
ORD_00109,M_080,ITM_M_080_3,16,2026-03-01 14:38:00,2026-03-01 14:58:33.316265,2026-03-01 15:00:24,7
ORD_00110,M_090,ITM_M_090_2,10,2026-03-01 14:40:00,2026-03-01 14:49:33.946108,2026-03-01 14:54:00,8
ORD_00111,M_077,ITM_M_077_3,22,2026-03-01 14:42:00,2026-03-01 15:11:54.059034,2026-03-01 15:12:48,12
ORD_00112,M_097,ITM_M_097_4,8,2026-03-01 14:44:00,2026-03-01 14:47:20.733215,2026-03-01 14:55:12,9
ORD_00113,M_086,ITM_M_086_2,20,2026-03-01 14:46:00,2026-03-01 15:11:28.138268,2026-03-01 15:14:00,11
ORD_00114,M_081,ITM_M_081_0,12,2026-03-01 14:48:00,2026-03-01 14:58:32.480954,2026-03-01 15:04:48,10
ORD_00115,M_098,ITM_M_098_0,15,2026-03-01 14:50:00,2026-03-01 15:03:36.578535,2026-03-01 15:11:00,6
ORD_00116,M_077,ITM_M_077_2,9,2026-03-01 14:52:00,2026-03-01 15:03:42.059034,2026-03-01 15:04:36,9
ORD_00117,M_011,ITM_M_011_3,8,2026-03-01 14:54:00,2026-03-01 15:04:00.594269,2026-03-01 15:05:12,5
ORD_00118,M_024,ITM_M_024_1,11,2026-03-01 14:56:00,2026-03-01 15:10:08.137824,2026-03-01 15:11:24,16
ORD_00119,M_000,ITM_M_000_2,16,2026-03-01 14:58:00,2026-03-01 15:19:23.617209,2026-03-01 15:20:24,6
ORD_00120,M_067,ITM_M_067_2,23,2026-03-01 15:00:00,2026-03-01 15:15:00.390811,2026-03-01 15:23:00,5
ORD_00121,M_026,ITM_M_026_3,18,2026-03-01 15:02:00,2026-03-01 15:18:49.842328,2026-03-01 15:20:00,10
ORD_00122,M_021,ITM_M_021_3,22,2026-03-01 15:04:00,2026-03-01 15:20:51.320363,2026-03-01 15:26:00,16
ORD_00123,M_075,ITM_M_075_0,22,2026-03-01 15:06:00,2026-03-01 15:22:31.040446,2026-03-01 15:28:00,8
ORD_00124,M_097,ITM_M_097_0,23,2026-03-01 15:08:00,2026-03-01 15:23:08.733215,2026-03-01 15:31:00,10
ORD_00125,M_016,ITM_M_016_1,18,2026-03-01 15:10:00,2026-03-01 15:25:08.212109,2026-03-01 15:28:00,8
ORD_00126,M_098,ITM_M_098_3,11,2026-03-01 15:12:00,2026-03-01 15:15:36.578535,2026-03-01 15:23:00,15
ORD_00127,M_084,ITM_M_084_4,23,2026-03-01 15:14:00,2026-03-01 15:32:31.121349,2026-03-01 15:37:00,10
ORD_00128,M_036,ITM_M_036_3,14,2026-03-01 15:16:00,2026-03-01 15:21:43.332068,2026-03-01 15:30:00,13
ORD_00129,M_040,ITM_M_040_0,16,2026-03-01 15:18:00,2026-03-01 15:27:54.645105,2026-03-01 15:34:00,14
ORD_00130,M_010,ITM_M_010_0,19,2026-03-01 15:20:00,2026-03-01 15:31:51.089170,2026-03-01 15:39:00,10
ORD_00131,M_099,ITM_M_099_3,20,2026-03-01 15:22:00,2026-03-01 15:38:27.917671,2026-03-01 15:42:00,16
ORD_00132,M_048,ITM_M_048_3,18,2026-03-01 15:24:00,2026-03-01 15:40:44.051518,2026-03-01 15:42:00,11
ORD_00133,M_048,ITM_M_048_1,12,2026-03-01 15:26:00,2026-03-01 15:36:44.051518,2026-03-01 15:38:00,15
ORD_00134,M_016,ITM_M_016_3,9,2026-03-01 15:28:00,2026-03-01 15:34:08.212109,2026-03-01 15:37:00,15
ORD_00135,M_035,ITM_M_035_1,8,2026-03-01 15:30:00,2026-03-01 15:32:00.000000,2026-03-01 15:38:00,12
ORD_00136,M_007,ITM_M_007_1,22,2026-03-01 15:32:00,2026-03-01 15:50:32.964976,2026-03-01 15:54:00,17
ORD_00137,M_046,ITM_M_046_1,24,2026-03-01 15:34:00,2026-03-01 15:53:57.261733,2026-03-01 15:58:00,7
ORD_00138,M_017,ITM_M_017_0,19,2026-03-01 15:36:00,2026-03-01 15:47:52.640282,2026-03-01 15:55:00,13
ORD_00139,M_085,ITM_M_085_4,14,2026-03-01 15:38:00,2026-03-01 15:51:14.723173,2026-03-01 15:52:00,16
ORD_00140,M_033,ITM_M_033_0,8,2026-03-01 15:40:00,2026-03-01 15:42:00.000000,2026-03-01 15:48:00,9
ORD_00141,M_061,ITM_M_061_4,11,2026-03-01 15:42:00,2026-03-01 15:49:30.927912,2026-03-01 15:53:00,9
ORD_00142,M_093,ITM_M_093_3,16,2026-03-01 15:44:00,2026-03-01 15:54:06.640330,2026-03-01 16:00:00,9
ORD_00143,M_032,ITM_M_032_1,8,2026-03-01 15:46:00,2026-03-01 15:52:33.381260,2026-03-01 15:54:00,7
ORD_00144,M_083,ITM_M_083_1,10,2026-03-01 15:48:00,2026-03-01 15:52:10.577744,2026-03-01 15:58:00,11
ORD_00145,M_044,ITM_M_044_2,21,2026-03-01 15:50:00,2026-03-01 16:08:32.781546,2026-03-01 16:11:00,16
ORD_00146,M_079,ITM_M_079_2,11,2026-03-01 15:52:00,2026-03-01 15:58:21.736976,2026-03-01 16:03:00,5
ORD_00147,M_047,ITM_M_047_0,15,2026-03-01 15:54:00,2026-03-01 16:04:39.849318,2026-03-01 16:09:00,17
ORD_00148,M_081,ITM_M_081_3,24,2026-03-01 15:56:00,2026-03-01 16:13:44.480954,2026-03-01 16:20:00,6
ORD_00149,M_032,ITM_M_032_0,11,2026-03-01 15:58:00,2026-03-01 16:07:33.381260,2026-03-01 16:09:00,6
ORD_00150,M_031,ITM_M_031_2,12,2026-03-01 16:00:00,2026-03-01 16:08:08.056598,2026-03-01 16:12:00,10
ORD_00151,M_052,ITM_M_052_3,20,2026-03-01 16:02:00,2026-03-01 16:19:22.712876,2026-03-01 16:22:00,17
ORD_00152,M_033,ITM_M_033_0,8,2026-03-01 16:04:00,2026-03-01 16:06:00.000000,2026-03-01 16:12:00,14
ORD_00153,M_091,ITM_M_091_1,17,2026-03-01 16:06:00,2026-03-01 16:16:30.074184,2026-03-01 16:23:00,16
ORD_00154,M_038,ITM_M_038_4,19,2026-03-01 16:08:00,2026-03-01 16:22:37.099244,2026-03-01 16:27:00,17
ORD_00155,M_011,ITM_M_011_3,8,2026-03-01 16:10:00,2026-03-01 16:16:48.594269,2026-03-01 16:18:00,9
ORD_00156,M_066,ITM_M_066_4,24,2026-03-01 16:12:00,2026-03-01 16:28:28.529165,2026-03-01 16:36:00,10
ORD_00157,M_098,ITM_M_098_0,15,2026-03-01 16:14:00,2026-03-01 16:21:36.578535,2026-03-01 16:29:00,5
ORD_00158,M_083,ITM_M_083_1,10,2026-03-01 16:16:00,2026-03-01 16:20:10.577744,2026-03-01 16:26:00,9
ORD_00159,M_011,ITM_M_011_0,18,2026-03-01 16:18:00,2026-03-01 16:34:48.594269,2026-03-01 16:36:00,12
ORD_00160,M_072,ITM_M_072_4,23,2026-03-01 16:20:00,2026-03-01 16:38:23.599669,2026-03-01 16:43:00,10
ORD_00161,M_054,ITM_M_054_0,13,2026-03-01 16:22:00,2026-03-01 16:28:51.846897,2026-03-01 16:35:00,16
ORD_00162,M_013,ITM_M_013_1,13,2026-03-01 16:24:00,2026-03-01 16:31:34.332294,2026-03-01 16:37:00,10
ORD_00163,M_078,ITM_M_078_3,17,2026-03-01 16:26:00,2026-03-01 16:41:16.641298,2026-03-01 16:43:00,6
ORD_00164,M_019,ITM_M_019_0,18,2026-03-01 16:28:00,2026-03-01 16:38:40.327839,2026-03-01 16:46:00,14
ORD_00165,M_046,ITM_M_046_3,12,2026-03-01 16:30:00,2026-03-01 16:37:57.261733,2026-03-01 16:42:00,10
ORD_00166,M_047,ITM_M_047_1,9,2026-03-01 16:32:00,2026-03-01 16:36:39.849318,2026-03-01 16:41:00,7
ORD_00167,M_094,ITM_M_094_2,9,2026-03-01 16:34:00,2026-03-01 16:41:16.864583,2026-03-01 16:43:00,6
ORD_00168,M_046,ITM_M_046_4,23,2026-03-01 16:36:00,2026-03-01 16:54:57.261733,2026-03-01 16:59:00,8
ORD_00169,M_096,ITM_M_096_4,24,2026-03-01 16:38:00,2026-03-01 16:57:15.419399,2026-03-01 17:02:00,17
ORD_00170,M_039,ITM_M_039_0,9,2026-03-01 16:40:00,2026-03-01 16:43:45.456007,2026-03-01 16:49:00,12
ORD_00171,M_027,ITM_M_027_1,9,2026-03-01 16:42:00,2026-03-01 16:44:46.435275,2026-03-01 16:51:00,15
ORD_00172,M_023,ITM_M_023_3,20,2026-03-01 16:44:00,2026-03-01 16:55:57.024130,2026-03-01 17:04:00,5
ORD_00173,M_089,ITM_M_089_4,18,2026-03-01 16:46:00,2026-03-01 16:57:15.588795,2026-03-01 17:04:00,15
ORD_00174,M_068,ITM_M_068_3,21,2026-03-01 16:48:00,2026-03-01 17:02:21.778478,2026-03-01 17:09:00,14
ORD_00175,M_095,ITM_M_095_0,12,2026-03-01 16:50:00,2026-03-01 16:58:50.365811,2026-03-01 17:02:00,7
ORD_00176,M_012,ITM_M_012_0,23,2026-03-01 16:52:00,2026-03-01 17:12:05.625005,2026-03-01 17:15:00,9
ORD_00177,M_081,ITM_M_081_0,12,2026-03-01 16:54:00,2026-03-01 16:59:44.480954,2026-03-01 17:06:00,10
ORD_00178,M_076,ITM_M_076_4,14,2026-03-01 16:56:00,2026-03-01 17:06:24.533341,2026-03-01 17:10:00,6
ORD_00179,M_084,ITM_M_084_4,23,2026-03-01 16:58:00,2026-03-01 17:16:31.121349,2026-03-01 17:21:00,13
ORD_00180,M_055,ITM_M_055_0,11,2026-03-01 17:00:00,2026-03-01 17:07:01.588625,2026-03-01 17:11:00,10
ORD_00181,M_094,ITM_M_094_2,9,2026-03-01 17:02:00,2026-03-01 17:09:16.864583,2026-03-01 17:11:00,14
ORD_00182,M_002,ITM_M_002_2,15,2026-03-01 17:04:00,2026-03-01 17:17:17.638737,2026-03-01 17:19:00,9
ORD_00183,M_063,ITM_M_063_1,9,2026-03-01 17:06:00,2026-03-01 17:13:22.171797,2026-03-01 17:15:00,5
ORD_00184,M_024,ITM_M_024_3,24,2026-03-01 17:08:00,2026-03-01 17:30:44.137824,2026-03-01 17:32:00,5
ORD_00185,M_093,ITM_M_093_4,12,2026-03-01 17:10:00,2026-03-01 17:16:06.640330,2026-03-01 17:22:00,15
ORD_00186,M_031,ITM_M_031_1,16,2026-03-01 17:12:00,2026-03-01 17:24:08.056598,2026-03-01 17:28:00,6
ORD_00187,M_035,ITM_M_035_2,24,2026-03-01 17:14:00,2026-03-01 17:29:48.802792,2026-03-01 17:38:00,16
ORD_00188,M_058,ITM_M_058_1,16,2026-03-01 17:16:00,2026-03-01 17:23:50.766845,2026-03-01 17:32:00,15
ORD_00189,M_006,ITM_M_006_2,23,2026-03-01 17:18:00,2026-03-01 17:37:30.355852,2026-03-01 17:41:00,11
ORD_00190,M_076,ITM_M_076_4,14,2026-03-01 17:20:00,2026-03-01 17:30:24.533341,2026-03-01 17:34:00,9
ORD_00191,M_038,ITM_M_038_0,21,2026-03-01 17:22:00,2026-03-01 17:38:37.099244,2026-03-01 17:43:00,10
ORD_00192,M_043,ITM_M_043_1,8,2026-03-01 17:24:00,2026-03-01 17:26:23.104490,2026-03-01 17:32:00,5
ORD_00193,M_071,ITM_M_071_2,21,2026-03-01 17:26:00,2026-03-01 17:42:49.111824,2026-03-01 17:47:00,5
ORD_00194,M_002,ITM_M_002_0,8,2026-03-01 17:28:00,2026-03-01 17:34:17.638737,2026-03-01 17:36:00,16
ORD_00195,M_038,ITM_M_038_0,21,2026-03-01 17:30:00,2026-03-01 17:46:37.099244,2026-03-01 17:51:00,15
ORD_00196,M_059,ITM_M_059_3,15,2026-03-01 17:32:00,2026-03-01 17:39:31.692040,2026-03-01 17:47:00,8
ORD_00197,M_058,ITM_M_058_0,13,2026-03-01 17:34:00,2026-03-01 17:38:50.766845,2026-03-01 17:47:00,17
ORD_00198,M_057,ITM_M_057_0,16,2026-03-01 17:36:00,2026-03-01 17:44:44.409211,2026-03-01 17:52:00,12
ORD_00199,M_005,ITM_M_005_1,9,2026-03-01 17:38:00,2026-03-01 17:43:46.772098,2026-03-01 17:47:00,7
ORD_00200,M_081,ITM_M_081_3,24,2026-03-01 17:40:00,2026-03-01 17:57:44.480954,2026-03-01 18:04:00,7
ORD_00201,M_074,ITM_M_074_2,15,2026-03-01 17:42:00,2026-03-01 17:50:12.871609,2026-03-01 17:57:00,10
ORD_00202,M_044,ITM_M_044_2,21,2026-03-01 17:44:00,2026-03-01 18:02:32.781546,2026-03-01 18:05:00,5
ORD_00203,M_056,ITM_M_056_3,13,2026-03-01 17:46:00,2026-03-01 17:57:16.216332,2026-03-01 17:59:00,7
ORD_00204,M_027,ITM_M_027_1,9,2026-03-01 17:48:00,2026-03-01 17:50:46.435275,2026-03-01 17:57:00,10
ORD_00205,M_078,ITM_M_078_3,17,2026-03-01 17:50:00,2026-03-01 18:05:16.641298,2026-03-01 18:07:00,16
ORD_00206,M_002,ITM_M_002_4,11,2026-03-01 17:52:00,2026-03-01 18:01:17.638737,2026-03-01 18:03:00,13
