order_id,merchant_id,item_id,p_base_ordered,order_timestamp,ready_click_timestamp,actual_handover_timestamp,rider_travel_time_mins,p_base,base_honesty_score,kitchen_capacity,order_hour,raw_signal_gap,t_physics,current_gap,current_beta,t_for,t_dispatch,baseline_arrival,ai_arrival,baseline_wait,ai_wait
ORD_00023,M_013,ITM_M_013_0,11,2026-03-01 11:46:00,2026-03-01 11:51:34.332294,2026-03-01 11:57:00,10,11,0.5476837412957172,4,11,5.43,11.0,5.4277951,2.768175501,2026-03-01 11:59:46.090530060,2026-03-01 11:50:16.090530060,2026-03-01 12:01:34.332294,2026-03-01 12:00:16.090530060,0.0,0.0
ORD_00024,M_024,ITM_M_024_3,24,2026-03-01 11:48:00,2026-03-01 12:10:44.137824,2026-03-01 12:12:00,15,24,0.8946358664077143,3,11,1.26,24.0,1.2643696,0.6448284959999999,2026-03-01 12:12:38.689709760,2026-03-01 11:58:23.689709760,2026-03-01 12:25:44.137824,2026-03-01 12:13:23.689709760,0.0,0.0
ORD_00025,M_020,ITM_M_020_2,23,2026-03-01 11:50:00,2026-03-01 12:08:11.588869,2026-03-01 12:13:00,12,23,0.5994289842313965,4,11,4.81,23.0,4.8068521833333335,2.4514946135000004,2026-03-01 12:15:27.089676810,2026-03-01 12:04:03.089676810,2026-03-01 12:20:11.588869,2026-03-01 12:16:03.089676810,0.0,0.0
ORD_00026,M_067,ITM_M_067_3,12,2026-03-01 11:52:00,2026-03-01 11:56:00.390811,2026-03-01 12:04:00,10,12,0.3338761269643474,10,11,7.99,12.0,7.993486483333333,4.076678106499999,2026-03-01 12:08:04.600686390,2026-03-01 11:58:34.600686390,2026-03-01 12:06:00.390811,2026-03-01 12:08:34.600686390,0.0,0.0
ORD_00027,M_038,ITM_M_038_3,21,2026-03-01 11:54:00,2026-03-01 12:10:37.099244,2026-03-01 12:15:00,13,21,0.6348600612089519,13,11,4.38,21.0,4.381679266666667,2.234656426,2026-03-01 12:17:14.079385560,2026-03-01 12:04:53.079385560,2026-03-01 12:23:37.099244,2026-03-01 12:17:53.079385560,0.0,0.0
ORD_00028,M_016,ITM_M_016_0,10,2026-03-01 11:56:00,2026-03-01 12:03:08.212109,2026-03-01 12:06:00,9,10,0.7614057064964304,14,11,2.86,10.0,2.863131516666667,1.4601970734999998,2026-03-01 12:07:27.611824410,2026-03-01 11:58:54.611824410,2026-03-01 12:12:08.212109,2026-03-01 12:07:54.611824410,0.0,0.0
ORD_00029,M_006,ITM_M_006_1,19,2026-03-01 11:58:00,2026-03-01 12:13:30.355852,2026-03-01 12:17:00,15,19,0.7088275727423214,7,11,3.49,19.0,3.4940691333333334,1.781975258,2026-03-01 12:18:46.918515480,2026-03-01 12:04:31.918515480,2026-03-01 12:28:30.355852,2026-03-01 12:19:31.918515480,0.0,0.0
ORD_00030,M_063,ITM_M_063_4,18,2026-03-01 12:00:00,2026-03-01 12:16:22.171797,2026-03-01 12:18:00,10,18,0.8641274957035026,4,12,1.63,25.2,1.63047005,0.8315397254999999,2026-03-01 12:26:01.892383530,2026-03-01 12:16:31.892383530,2026-03-01 12:26:22.171797,2026-03-01 12:26:31.892383530,0.0,0.0
ORD_00031,M_003,ITM_M_003_0,19,2026-03-01 12:02:00,2026-03-01 12:18:38.961691,2026-03-01 12:21:00,10,19,0.8041134593636581,9,12,2.35,26.6,2.3506384833333334,1.1988256265000001,2026-03-01 12:29:47.929537590,2026-03-01 12:20:17.929537590,2026-03-01 12:28:38.961691,2026-03-01 12:30:17.929537590,0.0,0.0
ORD_00032,M_022,ITM_M_022_0,13,2026-03-01 12:04:00,2026-03-01 12:16:20.054476,2026-03-01 12:17:00,8,13,0.944520105744802,13,12,0.67,18.2,0.6657587333333334,0.33953695399999995,2026-03-01 12:22:32.372217240,2026-03-01 12:14:56.372217240,2026-03-01 12:24:20.054476,2026-03-01 12:22:56.372217240,0.0,0.0
ORD_00033,M_071,ITM_M_071_1,12,2026-03-01 12:06:00,2026-03-01 12:13:49.111824,2026-03-01 12:18:00,8,12,0.6515441994896127,4,12,4.18,16.8,4.1814696,2.1325494959999998,2026-03-01 12:24:55.952969759,2026-03-01 12:17:19.952969759,2026-03-01 12:21:49.111824,2026-03-01 12:25:19.952969759,0.0,0.0
ORD_00034,M_009,ITM_M_009_2,9,2026-03-01 12:08:00,2026-03-01 12:15:57.331200,2026-03-01 12:17:00,14,9,0.9129600006314388,7,12,1.04,12.6,1.0444799999999999,0.5326847999999998,2026-03-01 12:21:07.961087999,2026-03-01 12:07:49.961087999,2026-03-01 12:29:57.331200,2026-03-01 12:21:49.961087999,0.0,0.0
ORD_00035,M_050,ITM_M_050_3,12,2026-03-01 12:10:00,2026-03-01 12:20:42.752339,2026-03-01 12:22:00,13,12,0.8927115821856078,5,12,1.29,16.8,1.2874610166666665,0.6566051184999999,2026-03-01 12:27:27.396307110,2026-03-01 12:15:06.396307110,2026-03-01 12:33:42.752339,2026-03-01 12:28:06.396307110,0.0,0.0
ORD_00036,M_050,ITM_M_050_2,17,2026-03-01 12:12:00,2026-03-01 12:27:42.752339,2026-03-01 12:29:00,16,17,0.8927115821856078,5,12,1.29,23.8,1.2874610166666665,0.6566051184999999,2026-03-01 12:36:27.396307110,2026-03-01 12:21:15.396307110,2026-03-01 12:43:42.752339,2026-03-01 12:37:15.396307110,0.0,0.0
ORD_00037,M_062,ITM_M_062_1,17,2026-03-01 12:14:00,2026-03-01 12:29:55.683777,2026-03-01 12:31:00,13,17,0.910671913097415,9,12,1.07,23.8,1.0719370499999998,0.5466878954999999,2026-03-01 12:38:20.801273729,2026-03-01 12:25:59.801273729,2026-03-01 12:42:55.683777,2026-03-01 12:38:59.801273729,0.0,0.0
ORD_00038,M_022,ITM_M_022_3,14,2026-03-01 12:16:00,2026-03-01 12:29:20.054476,2026-03-01 12:30:00,15,14,0.944520105744802,13,12,0.67,19.6,0.6657587333333334,0.33953695399999995,2026-03-01 12:35:56.372217240,2026-03-01 12:21:41.372217240,2026-03-01 12:44:20.054476,2026-03-01 12:36:41.372217240,0.0,0.0
ORD_00039,M_031,ITM_M_031_1,16,2026-03-01 12:18:00,2026-03-01 12:30:08.056598,2026-03-01 12:34:00,12,16,0.6778563860711875,7,12,3.87,22.4,3.8657233666666664,1.9715189169999996,2026-03-01 12:42:22.291135020,2026-03-01 12:30:58.291135020,2026-03-01 12:42:08.056598,2026-03-01 12:42:58.291135020,0.0,0.0
ORD_00040,M_074,ITM_M_074_2,15,2026-03-01 12:20:00,2026-03-01 12:28:12.871609,2026-03-01 12:35:00,7,15,0.4345439013689814,10,12,6.79,21.0,6.785473183333334,3.4605913235,2026-03-01 12:44:27.635479410,2026-03-01 12:37:48.635479410,2026-03-01 12:35:12.871609,2026-03-01 12:44:48.635479410,0.0,0.0
ORD_00041,M_033,ITM_M_033_0,8,2026-03-01 12:22:00,2026-03-01 12:24:00.000000,2026-03-01 12:30:00,11,8,0.4010297827173231,8,12,6.0,11.2,6.0,3.4875513359999997,2026-03-01 12:36:41.253080160,2026-03-01 12:26:14.253080160,2026-03-01 12:35:00.000000,2026-03-01 12:37:14.253080160,0.0,0.0
ORD_00042,M_051,ITM_M_051_3,8,2026-03-01 12:24:00,2026-03-01 12:29:25.882324,2026-03-01 12:32:00,16,8,0.78594767243878,12,12,2.57,11.2,2.568627933333333,1.3100002459999998,2026-03-01 12:36:30.600014760,2026-03-01 12:21:18.600014760,2026-03-01 12:45:25.882324,2026-03-01 12:37:18.600014760,0.0,0.0
ORD_00043,M_056,ITM_M_056_3,13,2026-03-01 12:26:00,2026-03-01 12:37:16.216332,2026-03-01 12:39:00,12,13,0.8558560161119593,13,12,1.73,18.2,1.7297278,0.882161178,2026-03-01 12:45:04.929670680,2026-03-01 12:33:40.929670680,2026-03-01 12:49:16.216332,2026-03-01 12:45:40.929670680,0.0,0.0
ORD_00044,M_088,ITM_M_088_4,16,2026-03-01 12:28:00,2026-03-01 12:39:28.775956,2026-03-01 12:44:00,15,16,0.6232999387282766,13,12,4.52,22.4,4.520400733333333,2.305404374,2026-03-01 12:52:42.324262440,2026-03-01 12:38:27.324262440,2026-03-01 12:54:28.775956,2026-03-01 12:53:27.324262440,0.0,0.0
ORD_00045,M_091,ITM_M_091_3,8,2026-03-01 12:30:00,2026-03-01 12:32:00.000000,2026-03-01 12:38:00,6,8,0.4584363667925912,11,12,6.0,11.2,6.0,3.2634955488,2026-03-01 12:44:27.809732927,2026-03-01 12:38:45.809732927,2026-03-01 12:38:00.000000,2026-03-01 12:44:45.809732927,0.0,0.0
ORD_00046,M_032,ITM_M_032_2,14,2026-03-01 12:32:00,2026-03-01 12:44:33.381260,2026-03-01 12:46:00,16,14,0.8796961949339386,8,12,1.44,19.6,1.4436456666666666,0.73625929,2026-03-01 12:52:20.175557400,2026-03-01 12:37:08.175557400,2026-03-01 13:00:33.381260,2026-03-01 12:53:08.175557400,0.0,0.0
ORD_00047,M_070,ITM_M_070_4,21,2026-03-01 12:34:00,2026-03-01 12:50:29.011586,2026-03-01 12:55:00,11,21,0.6236272034717911,3,12,4.52,29.4,4.516473566666666,2.3034015189999995,2026-03-01 13:05:42.204091140,2026-03-01 12:55:15.204091140,2026-03-01 13:01:29.011586,2026-03-01 13:06:15.204091140,0.0,0.0
ORD_00048,M_068,ITM_M_068_2,11,2026-03-01 12:36:00,2026-03-01 12:40:21.778478,2026-03-01 12:47:00,17,11,0.4469145528721906,5,12,6.64,15.4,6.637025366666666,3.3848829369999995,2026-03-01 12:54:47.092976220,2026-03-01 12:38:38.092976220,2026-03-01 12:57:21.778478,2026-03-01 12:55:38.092976220,0.0,0.0
ORD_00049,M_089,ITM_M_089_2,19,2026-03-01 12:38:00,2026-03-01 12:50:15.588795,2026-03-01 12:57:00,12,19,0.4383177703677589,6,12,6.74,26.6,6.74018675,3.4374952425,2026-03-01 13:08:02.249714550,2026-03-01 12:56:38.249714550,2026-03-01 13:02:15.588795,2026-03-01 13:08:38.249714550,0.0,0.0
ORD_00050,M_055,ITM_M_055_0,11,2026-03-01 12:40:00,2026-03-01 12:47:01.588625,2026-03-01 12:51:00,12,11,0.6688730901035584,11,12,3.97,15.4,3.9735229166666666,2.0264966875,2026-03-01 12:57:25.589801250,2026-03-01 12:46:01.589801250,2026-03-01 12:59:01.588625,2026-03-01 12:58:01.589801250,0.0,0.0
ORD_00051,M_063,ITM_M_063_4,18,2026-03-01 12:42:00,2026-03-01 12:58:22.171797,2026-03-01 13:00:00,14,18,0.8641274957035026,4,12,1.63,25.2,1.63047005,0.8315397254999999,2026-03-01 13:08:01.892383530,2026-03-01 12:54:43.892383530,2026-03-01 13:12:22.171797,2026-03-01 13:08:43.892383530,0.0,0.0
ORD_00052,M_056,ITM_M_056_3,13,2026-03-01 12:44:00,2026-03-01 12:55:16.216332,2026-03-01 12:57:00,12,13,0.8558560161119593,13,12,1.73,18.2,1.7297278,0.882161178,2026-03-01 13:03:04.929670680,2026-03-01 12:51:40.929670680,2026-03-01 13:07:16.216332,2026-03-01 13:03:40.929670680,0.0,0.0
ORD_00053,M_026,ITM_M_026_4,20,2026-03-01 12:46:00,2026-03-01 13:04:49.842328,2026-03-01 13:06:00,7,20,0.9025587895320946,12,12,1.17,28.0,1.1692945333333333,0.5963402119999999,2026-03-01 13:14:35.780412720,2026-03-01 13:07:56.780412720,2026-03-01 13:11:49.842328,2026-03-01 13:14:56.780412720,0.0,0.0
ORD_00054,M_027,ITM_M_027_2,11,2026-03-01 12:48:00,2026-03-01 12:52:46.435275,2026-03-01 12:59:00,5,11,0.4811601036655779,9,12,6.23,15.4,6.22607875,3.1698096785714287,2026-03-01 13:06:34.188580716,2026-03-01 13:01:49.188580716,2026-03-01 12:57:46.435275,2026-03-01 13:06:49.188580716,1.2260787499999999,0.0
ORD_00055,M_030,ITM_M_030_3,15,2026-03-01 12:50:00,2026-03-01 12:58:45.040676,2026-03-01 13:05:00,11,15,0.4792231609645236,8,12,6.25,21.0,6.249322066666666,3.1705689165217383,2026-03-01 13:14:10.234134990,2026-03-01 13:03:43.234134990,2026-03-01 13:09:45.040676,2026-03-01 13:14:43.234134990,0.0,0.0
ORD_00056,M_044,ITM_M_044_2,21,2026-03-01 12:52:00,2026-03-01 13:10:32.781546,2026-03-01 13:13:00,6,21,0.7955299256332267,4,12,2.45,29.4,2.4536409000000003,1.2513568590000002,2026-03-01 13:22:39.081411540,2026-03-01 13:16:57.081411540,2026-03-01 13:16:32.781546,2026-03-01 13:22:57.081411540,0.0,0.0
ORD_00057,M_032,ITM_M_032_1,8,2026-03-01 12:54:00,2026-03-01 13:00:33.381260,2026-03-01 13:02:00,14,8,0.8796961949339386,8,12,1.44,11.2,1.4436456666666666,0.73625929,2026-03-01 13:05:56.175557400,2026-03-01 12:52:38.175557400,2026-03-01 13:14:33.381260,2026-03-01 13:06:38.175557400,0.0,0.0
ORD_00058,M_015,ITM_M_015_1,16,2026-03-01 12:56:00,2026-03-01 13:05:01.183235,2026-03-01 13:12:00,17,16,0.4183100487524533,7,12,6.98,22.4,6.980279416666666,3.5599425024999993,2026-03-01 13:21:57.596550150,2026-03-01 13:05:48.596550150,2026-03-01 13:22:01.183235,2026-03-01 13:22:48.596550150,0.0,0.0
ORD_00059,M_071,ITM_M_071_0,16,2026-03-01 12:58:00,2026-03-01 13:09:49.111824,2026-03-01 13:14:00,6,16,0.6515441994896127,4,12,4.18,22.4,4.1814696,2.1325494959999998,2026-03-01 13:22:31.952969759,2026-03-01 13:16:49.952969759,2026-03-01 13:15:49.111824,2026-03-01 13:22:49.952969759,0.0,0.0
ORD_00060,M_025,ITM_M_025_0,11,2026-03-01 13:00:00,2026-03-01 13:10:45.242982,2026-03-01 13:15:24,9,11,0.6128374750415715,13,13,4.65,15.4,4.6459503,2.369434653,2026-03-01 13:17:46.166079180,2026-03-01 13:09:13.166079180,2026-03-01 13:19:45.242982,2026-03-01 13:18:13.166079180,0.0,0.0
ORD_00061,M_030,ITM_M_030_3,15,2026-03-01 13:02:00,2026-03-01 13:16:45.040676,2026-03-01 13:23:00,14,15,0.4792231609645236,8,13,6.25,21.0,6.249322066666666,3.1705689165217383,2026-03-01 13:26:10.234134990,2026-03-01 13:12:52.234134990,2026-03-01 13:30:45.040676,2026-03-01 13:26:52.234134990,0.0,0.0
ORD_00062,M_020,ITM_M_020_1,16,2026-03-01 13:04:00,2026-03-01 13:21:35.588869,2026-03-01 13:26:24,12,16,0.5994289842313965,4,13,4.81,22.4,4.8068521833333335,2.4514946135000004,2026-03-01 13:28:51.089676810,2026-03-01 13:17:27.089676810,2026-03-01 13:33:35.588869,2026-03-01 13:29:27.089676810,0.0,0.0
ORD_00063,M_019,ITM_M_019_1,23,2026-03-01 13:06:00,2026-03-01 13:30:52.327839,2026-03-01 13:38:12,11,23,0.3893442201518736,8,13,7.33,32.2,7.32786935,3.7372133685,2026-03-01 13:41:56.232802110,2026-03-01 13:31:29.232802110,2026-03-01 13:41:52.327839,2026-03-01 13:42:29.232802110,0.0,0.0
ORD_00064,M_027,ITM_M_027_3,8,2026-03-01 13:08:00,2026-03-01 13:12:58.435275,2026-03-01 13:19:12,10,8,0.4811601036655779,9,13,6.23,11.2,6.22607875,3.1698096785714287,2026-03-01 13:22:22.188580716,2026-03-01 13:12:52.188580716,2026-03-01 13:22:58.435275,2026-03-01 13:22:52.188580716,0.0,0.0
ORD_00065,M_011,ITM_M_011_1,15,2026-03-01 13:10:00,2026-03-01 13:29:48.594269,2026-03-01 13:31:00,13,15,0.900825373717354,11,13,1.19,21.0,1.1900955166666667,0.6069487134999999,2026-03-01 13:31:36.416922810,2026-03-01 13:19:15.416922810,2026-03-01 13:42:48.594269,2026-03-01 13:32:15.416922810,0.0,0.0
ORD_00066,M_002,ITM_M_002_0,8,2026-03-01 13:12:00,2026-03-01 13:21:29.638737,2026-03-01 13:23:12,5,8,0.8578315792488931,10,13,1.71,11.2,1.70602105,0.8700707354999999,2026-03-01 13:24:04.204244130,2026-03-01 13:19:19.204244130,2026-03-01 13:26:29.638737,2026-03-01 13:24:19.204244130,0.0,0.0
ORD_00067,M_080,ITM_M_080_3,16,2026-03-01 13:14:00,2026-03-01 13:34:33.316265,2026-03-01 13:36:24,6,16,0.8462725909534343,7,13,1.84,22.4,1.8447289166666667,0.9408117475,2026-03-01 13:37:20.448704850,2026-03-01 13:31:38.448704850,2026-03-01 13:40:33.316265,2026-03-01 13:37:38.448704850,0.0,0.0
ORD_00068,M_087,ITM_M_087_0,14,2026-03-01 13:16:00,2026-03-01 13:28:41.297360,2026-03-01 13:35:36,6,14,0.4240241110370208,12,13,6.91,19.6,6.911710666666666,3.5249724399999995,2026-03-01 13:39:07.498346400,2026-03-01 13:33:25.498346400,2026-03-01 13:34:41.297360,2026-03-01 13:39:25.498346400,0.9117106666666667,0.0
ORD_00069,M_077,ITM_M_077_3,22,2026-03-01 13:18:00,2026-03-01 13:47:54.059034,2026-03-01 13:48:48,12,22,0.9250819909957791,5,13,0.9,30.8,0.8990161000000001,0.458498211,2026-03-01 13:49:15.509892660,2026-03-01 13:37:51.509892660,2026-03-01 13:59:54.059034,2026-03-01 13:49:51.509892660,0.0,0.0
ORD_00070,M_092,ITM_M_092_0,15,2026-03-01 13:20:00,2026-03-01 13:39:06.222389,2026-03-01 13:41:00,10,15,0.8419755405004703,6,13,1.9,21.0,1.8962935166666666,0.9671096934999996,2026-03-01 13:41:58.026581610,2026-03-01 13:32:28.026581610,2026-03-01 13:49:06.222389,2026-03-01 13:42:28.026581610,0.0,0.0
ORD_00071,M_068,ITM_M_068_4,17,2026-03-01 13:22:00,2026-03-01 13:39:09.778478,2026-03-01 13:45:48,12,17,0.4469145528721906,5,13,6.64,23.8,6.637025366666666,3.3848829369999995,2026-03-01 13:49:11.092976220,2026-03-01 13:37:47.092976220,2026-03-01 13:51:09.778478,2026-03-01 13:49:47.092976220,0.0,0.0
ORD_00072,M_038,ITM_M_038_3,21,2026-03-01 13:24:00,2026-03-01 13:49:01.099244,2026-03-01 13:53:24,12,21,0.6348600612089519,13,13,4.38,29.4,4.381679266666667,2.234656426,2026-03-01 13:55:38.079385560,2026-03-01 13:44:14.079385560,2026-03-01 14:01:01.099244,2026-03-01 13:56:14.079385560,0.0,0.0
ORD_00073,M_071,ITM_M_071_2,21,2026-03-01 13:26:00,2026-03-01 13:51:13.111824,2026-03-01 13:55:24,12,21,0.6515441994896127,4,13,4.18,29.4,4.1814696,2.1325494959999998,2026-03-01 13:57:31.952969759,2026-03-01 13:46:07.952969759,2026-03-01 14:03:13.111824,2026-03-01 13:58:07.952969759,0.0,0.0
ORD_00074,M_014,ITM_M_014_4,8,2026-03-01 13:28:00,2026-03-01 13:37:50.466912,2026-03-01 13:39:12,14,8,0.8867595994566788,12,13,1.36,11.2,1.3588848,0.693031248,2026-03-01 13:39:53.581874880,2026-03-01 13:26:35.581874880,2026-03-01 13:51:50.466912,2026-03-01 13:40:35.581874880,0.0,0.0
